name,releasedate,language,price,authors,contributors,narrators,audible_length_m,audible_rating,ratings_count
Changeons de voie,2021-04-07,french,301.0,"Edgar Morin, Sabah Abouessalam",,Jean- François Pages,170,0.0,0
Dear Emmett Till,2021-03-30,english,33.0,Michael Eric Dyson,,Michael Eric Dyson,53,0.0,0
Le Grand Livre de la psychologie positive,2021-03-31,french,906.0,"Guila Klara Kessous, Bruno Adler",,Guila Klara Kessous,465,0.0,0
Comment devenir antiraciste,2021-04-02,french,756.0,Ibram X. Kendi,,Pierre Desuyemon,578,0.0,0
Becoming Los Angeles,2021-05-11,english,1005.0,D J Waldie,,Fred Sanders,536,0.0,0
Names of New York,2021-04-13,english,754.0,Joshua Jelly- Schapiro,,Joshua Jelly- Schapiro,364,0.0,0
Atrévete a hacer las cosas a tu manera,2021-04-13,spanish,729.0,Iolanda Batallé Prats,,Iolanda Batallé Prats,129,0.0,0
Red Card to Racism,2021-04-01,english,721.0,Harry Harris,,Ben Onwukwe,711,0.0,0
Up to Heaven and Down to Hell,2021-04-20,english,586.0,Colin Jerolmack,,L. J. Ganser,655,0.0,0
A Fortress in Brooklyn,2021-05-11,english,703.0,"Nathaniel Deutsch, Michael Casper",,Steven Jay Cohen,812,0.0,0
White Evangelical Racism,2021-04-20,english,469.0,Anthea Butler,,Allyson Johnson,224,0.0,0
"The Wiley Blackwell Companion to Race, Ethnicity, and Nationalism",2021-05-04,english,938.0,unknown,"JohnStone-editor, RutledgeM.Dennis-editor, PollyRizova-editor","Cindy Kay, Neil Shah",1565,0.0,0
Fragile Democracy,2021-04-23,english,352.0,"James L. Leloudis, Robert R. Korstad",,Alan Carlson,323,0.0,0
Central America's Forgotten History,2021-04-20,english,1005.0,Aviva Chomsky,,Aida Reluzco,641,0.0,0
The Science of Hate,2021-03-30,english,949.0,Matthew Williams,,Mark Meadows,756,0.0,0
What White People Can Do Next,2021-04-01,english,615.0,Emma Dabiri,,Emma Dabiri,192,5.0,1
The All-or-Nothing Marriage,2017-09-19,english,879.0,Eli J. Finkel,,Mark Deakins,495,4.5,2
"On Becoming Fearless...in Love, Work, and Life",2006-09-11,english,500.0,Arianna Huffington,,Arianna Huffington,171,0.0,0
Thick,2019-03-12,english,501.0,Tressie Mc Millan Cottom,,Tressie Mc Millan Cottom,290,4.0,3
Raise Your Voice,2018-07-31,english,762.0,Kathy Khang,,Kathy Khang,312,0.0,0
Everyday Sexism,2014-06-03,english,569.0,Laura Bates,,"Laura Bates, Sarah Brown",605,5.0,1
Why You're Not Married ...Yet,2012-06-29,english,702.0,Tracy Mc Millan,,Tracy Mcmillan,367,5.0,1
Sway,2020-04-02,english,645.0,Pragya Agarwal,,Aysha Kala,878,0.0,0
Heavy,2018-10-16,english,569.0,Kiese Laymon,,Kiese Laymon,377,4.0,1
Whistling Vivaldi,2013-05-21,english,668.0,Claude M. Steele,,De Mario Clarke,412,0.0,0
Political Tribes,2018-02-22,english,569.0,Amy Chua,,Julia Whelan,423,5.0,1
Solitude,2017-05-04,english,683.0,Michael Harris,,Kerry Shale,383,4.0,1
Begin Again,2021-01-14,english,888.0,Eddie S. Glaude Jr.,,Eddie S. Glaude,464,0.0,0
The Corner,2020-10-06,english,1633.0,"David Simon, Edward Burns",,"Dion Graham, David Simon",1528,0.0,0
Resumen de Equipos campeones de Pep Marí,2021-03-24,spanish,307.0,P M P Management Factory,,P M P Management Factory,8,0.0,0
Stay Woke,2021-03-23,english,586.0,"Tehama Lopez Bunyasi, Candis Watts Smith",,Machelle Williams,416,0.0,0
On ne sauvera pas le monde avec des pailles en bambou,2021-03-18,french,301.0,Anaelle Sorignet,,Natacha Muller,254,0.0,0
Accompany Them with Singing,2021-03-09,english,586.0,Thomas G. Long,,Jim Denison,561,0.0,0
Retour à Reims,2021-03-17,french,717.0,Didier Eribon,,Irène Jacob,407,0.0,0
Der Krawatten-N****,2021-03-05,german,502.0,Tibor Sturm,,Björn Harras,199,0.0,0
News for All the People,2021-02-09,english,1170.0,"Juan Gonzalez, Joseph Torres",,Juan Gonzalez,1258,0.0,0
On ne naît pas grosse,2021-02-15,french,566.0,Gabrielle Deydier,,Shirley Dhinn,155,0.0,0
Colorblind,2021-02-18,english,668.0,Tim Wise,,Tim Wise,349,0.0,0
Община,2021-02-03,russian,166.0,НиколайРерих,,НиколайСавицкий,452,0.0,0
21 урок для XXI века,2021-02-03,russian,300.0,ЮвальНойХарари,,"ВладимирЕремин,ВладимирЗайцев,СтаниславКонцевич,",786,0.0,0
Selling Hate,2021-02-02,english,586.0,Dale W. Laackman,,Jonathan Yen,664,0.0,0
Ca commence par moi,2021-02-24,french,812.0,Julien Vidal,,Julien Vidal,347,0.0,0
Dispatches from the Race War,2021-02-21,english,836.0,Tim Wise,,Tim Wise,655,0.0,0
Long Time Coming,2020-12-01,english,134.0,Michael Eric Dyson,,Michael Eric Dyson,286,0.0,0
White Negroes,2019-11-12,english,1005.0,Lauren Michele Jackson,,Adenrele Ojo,479,0.0,0
Beyond Charlottesville: Taking a Stand Against White Nationalism,2019-07-30,english,134.0,Terry Mc Auliffe,,"Terry Mc Auliffe, Lamarr Gulley-foreword",321,0.0,0
Eloquent Rage,2018-02-19,english,134.0,Brittney Cooper,,Brittney Cooper,417,0.0,0
Old School,2017-03-28,english,74.0,"Bill O' Reilly, Bruce Feirstein",,Holter Graham,264,0.0,0
Tears We Cannot Stop,2017-01-17,english,134.0,Michael Eric Dyson,,Michael Eric Dyson,332,0.0,0
¡Viva la diferencia!,2021-03-23,spanish,422.0,Pilar Sordo,,Majo Torrealba,185,0.0,0
Aspekte des neuen Rechtsradikalismus,2021-02-19,german,367.0,"Theodor W. Adorno, Volker Weiß",,Axel Wostry,96,0.0,0
The Young Lords,2021-02-16,english,820.0,Johanna Fernández,,Joana Garcia,1426,0.0,0
The Religious Instruction of the Negroes in the United States,2021-02-18,english,703.0,Charles Colcock Jones,,John Roberts,611,0.0,0
Grieving While Black,2021-03-02,english,1505.0,Breeshia Wade,,Michele Lyman,333,0.0,0
Words Whispered in Water,2020-09-15,english,820.0,Sandy Rosenthal,,Bernadette Dunne,582,0.0,0
The Muslim Problem,2021-03-04,english,645.0,Tawseef Khan,,Taheen Modak,554,0.0,0
The Young Crusaders,2021-02-23,english,1005.0,V. P. Franklin,,Jonathan Horne,597,0.0,0
The New Age of Empire,2021-02-04,english,888.0,Kehinde Andrews,,Kehinde Andrews,537,0.0,0
Defining India,2020-04-13,english,879.0,Sonia Singh,,Aditi Thirani,407,2.5,2
Love Life for Every Married Couple,2019-10-29,english,703.0,"Ed Wheat M D, Gloria Okes Perkins",,David Colacci,553,0.0,0
The Wisest One in the Room,2015-12-30,english,938.0,"Thomas Gilovich, Lee Ross",,Chris Sorensen,606,4.0,1
Preparing to Die,2014-12-09,english,836.0,Andrew Holecek,TulkuThondupRinpoche-foreword,"Karen White, Neil Shah",828,0.0,0
A Paradise Built in Hell,2014-08-27,english,836.0,Rebecca Solnit,,Emily Beresford,782,0.0,0
Stop Being Reasonable,2019-08-22,english,569.0,Eleanor Gordon- Smith,,Brigid Lohrey,390,0.0,0
The Elementary Forms of the Religious Life,2020-05-28,english,1328.0,Émile Durkheim,,Mike Rogers,1194,0.0,0
How We Show Up,2020-06-02,english,500.0,Mia Birdsong,,Mia Birdsong,406,4.0,1
The Life of Y,2020-03-17,english,433.0,Debashish Sengupta,,Sumit Kaul,565,5.0,1
Talking Across the Divide,2018-08-14,english,879.0,Justin Lee,,Justin Lee,363,0.0,0
Atheist Delusions,2014-04-21,english,836.0,David Bentley Hart,,Ralph Morocco,710,0.0,0
Travels with Epicurus,2015-06-04,english,395.0,Daniel Klein,,Jeff Harding,261,5.0,1
My Name Is Why,2019-08-29,english,797.0,Lemn Sissay,,"Lemn Sissay, Richard Burnip, Zoe Mills",320,0.0,0
Fearing the Black Body,2020-04-21,english,586.0,Sabrina Strings,,Allyson Johnson,446,0.0,0
Digital Detox,2020-04-24,english,562.0,Trine Syvertsen,,Laurel Lefkow,263,0.0,0
The Penguin Book of Exorcisms,2020-09-08,english,1005.0,Joseph P. Laycock,,Dennis Logan,637,0.0,0
How the South Won the Civil War,2020-04-01,english,844.0,Heather Cox Richardson,,Heather Cox Richardson,549,5.0,1
Aadhi Jeet [Half Win],2019-09-27,hindi,284.0,Om Prakash Pandey' Naman',,Nachiket Devasthali,314,0.0,0
It Isn't Nice to Be Angry,2019-07-30,english,200.0,Sonia Mehta,,Sonia Mehta,7,0.0,0
There's No Need to Be Scared,2019-07-30,english,200.0,Sonia Mehta,,Sonia Mehta,8,0.0,0
Empowered Boundaries,2019-04-09,english,1505.0,Cristien Storm,,Cristien Storm,326,0.0,0
Mutual Aid,2019-03-06,english,577.0,Pyotr Kropotkin,,Peter Kenny,504,4.0,1
Primer to Postmodernism,2009-01-13,english,569.0,Stanley Grenz,,Nadia May,421,0.0,0
Stay,2013-11-19,english,602.0,Jennifer Michael Hecht,,Jennifer Michael Hecht,488,5.0,1
Methland,2009-12-23,english,694.0,Nick Reding,,Mark Boyett,564,0.0,0
Bring the War Home,2018-06-01,english,836.0,Kathleen Belew,,Jo Anna Perrin,635,0.0,0
Seven Fallen Feathers,2018-05-08,english,636.0,Tanya Talaga,,Michaela Washburn,547,0.0,0
Ashamed of the Gospel,2009-01-16,english,680.0,John Mac Arthur,,Jonathan Marosz,523,5.0,1
How Should We Then Live,2009-02-11,english,586.0,Francis A. Schaeffer,,Kate Reading,471,0.0,0
Heaven Is Beautiful,2015-10-01,english,469.0,Peter Baldwin Panagore,,Dan Woren,324,4.5,2
The Counter-Revolution of 1776,2016-11-07,english,1003.0,Gerald Horne,,Larry Herron,749,0.0,0
Heavens on Earth,2018-01-09,english,410.0,Dr. Michael Shermer,,"Dr. Michael Shermer, David Smalley",664,0.0,0
Good News About Injustice,2009-11-11,english,375.0,Gary A. Haugen,,Jon T. Gauger,153,0.0,0
The Professor in the Cage,2015-04-14,english,703.0,Jonathan Gottschall,,Quincy Dunn- Baker,465,4.5,3
Glimpsing Heaven,2014-09-02,english,702.0,Judy Bachrach,,Susan Boyce,371,0.0,0
New Dark Age,2019-01-22,english,586.0,James Bridle,,Emily Beresford,523,0.0,0
Parenting for a Digital Future,2020-09-29,english,586.0,"Sonia Livingstone, Alicia Blum- Ross",,Christine Rendel,672,0.0,0
False Alarm,2020-04-17,english,1172.0,Marc Siegel M D,,Gary Galone,518,0.0,0
True or False,2020-07-28,english,1172.0,Cindy L. Otis,,Erin Dion,438,0.0,0
There's No Need to Be Shy,2019-07-30,english,200.0,Sonia Mehta,,Sonia Mehta,7,0.0,0
Kohra Ghana Hai,2020-03-24,english,50.0,Naveen Chourey,,Naveen Chourey,6,5.0,4
Strangers in Their Own Land,2016-12-20,english,836.0,Arlie Russell Hochschild,,Suzanne Toren,674,0.0,0
Brown,2017-08-22,english,668.0,Kamal Al- Solaylee,,Fajer Al- Kaisi,582,0.0,0
"Hillbilly, una elegía rural",2017-07-27,spanish,729.0,J. D. Vance,RamónGonzálezFérriz-translator,Juan Magraner,535,0.0,0
Adult Fantasy,2017-07-31,english,690.0,Briohny Doyle,,Briohny Doyle,489,0.0,0
Oroonoko,2017-03-16,english,469.0,Aphra Behn,,Susan Lyons,213,0.0,0
"April 4, 1968",2008-03-31,english,668.0,Michael Eric Dyson,,Michael Eric Dyson,385,0.0,0
Sister Citizen,2012-03-28,english,938.0,Melissa V. Harris- Perry,,Lisa Reneé Pitts,675,0.0,0
A Different Mirror,2011-03-28,english,1003.0,Ronald Takaki,,Peter Berkrot,1115,0.0,0
Общество потребления,2021-01-28,russian,166.0,АбрамФет,,ВсеволодКузнецов,127,0.0,0
Мудрецы древности,2021-01-28,russian,166.0,АбрамФет,,АлександрБордуков,51,0.0,0
Что такое социализм,2021-01-28,russian,166.0,АбрамФет,,ВсеволодКузнецов,92,0.0,0
Введение в естествознание,2021-01-28,russian,166.0,АбрамФет,,АлександрБордуков,84,0.0,0
О вере,2021-01-29,russian,166.0,АбрамФет,,АлександрБордуков,50,0.0,0
Заблуждения капитализма,2021-01-27,russian,166.0,АбрамФет,,ВсеволодКузнецов,471,0.0,0
Halfway Home,2021-02-02,english,500.0,Reuben Jonathan Miller,,Cary Hite,495,0.0,0
Revolutionary Mothering,2021-02-02,english,586.0,unknown,"AlexisPaulineGumbs-editor, ChinaMartens-editor, Mai'aWilliams-editor",Diana Blue,534,0.0,0
Against Civility,2021-02-02,english,1005.0,Alex Zamalin,,Adam Barr,366,0.0,0
Flic,2021-01-26,french,679.0,Valentin Gendrot,,Laurent Gerald,264,0.0,0
"Negri, froci, giudei & co.",2021-01-27,italian,843.0,Gian Antonio Stella,,Andrea Failla,888,0.0,0
La razza e la lingua,2021-01-27,italian,190.0,Andrea Moro,,Pino Pirovano,244,0.0,0
We Will Shoot Back,2021-01-26,english,703.0,Akinyele Omowale Umoja,,David Sadzin,760,0.0,0
Black Food Matters,2021-01-26,english,703.0,unknown,"HannaGarth-editor, AshantéM.Reese-editor",Allyson Johnson,519,0.0,0
Greedy Bastards,2021-01-27,english,586.0,Sheryl Sculley,,Sheryl Sculley,280,0.0,0
Abolitionists Mega Collection: Thought Leaders in the Fight to End Slavery Before the Civil War,2021-01-13,english,1407.0,"Frederick Douglass, David Walker, Sojourner Truth",,Museum Audiobookscast,3215,0.0,0
Migrazioni e intolleranza,2021-01-19,italian,75.0,Umberto Eco,,Alberto Bergamini,50,0.0,0
"Blood, Powder, and Residue",2021-01-19,english,586.0,Beth A. Bechky,,Emily Durante,499,0.0,0
Bite Back,2021-01-19,english,586.0,unknown,"MarionNestle-foreword, SaruJayaraman-editor, KathrynDeMaster-editor","Rebecca Gibel, Neil Shah",551,0.0,0
Speaking of Race,2021-01-19,english,374.0,Patricia Roberts- Miller,,Robin Miles,143,0.0,0
Io accuso,2021-01-21,italian,152.0,Émile Zola,,Roberto Arricale,128,0.0,0
We Need to Talk About Death,2020-11-12,english,888.0,Joan Bakewell,,Joan Bakewell,372,0.0,0
ブルシット・ジョブ――クソどうでもいい仕事の理論,2021-02-26,japanese,1116.0,"デヴィッド・グレーバー, 酒井隆史, 芳賀達彦",,菅沢公平,1120,0.0,0
Greyboy,2020-11-24,english,586.0,Cole Brown,"ElaineWelteroth-foreword, MichaelEricDyson-afterword",Leon Nixon,414,0.0,0
Brainwashed,2020-11-17,english,516.0,Tom Burrell,,Sylvester Brown Jr.,571,0.0,0
The Stories of Robert Charles and His Fight to Death,2020-11-06,english,351.0,Ida Barnett,,Drama Simpson,164,0.0,0
Viaje al centro de mi tierra [Trip to the Center of My Land],2020-10-29,spanish,668.0,Guillermo Sheridan,,Mauricio Perez,394,0.0,0
The Brother You Choose,2020-11-24,english,702.0,Susie Day,,"Cary Hite, Kate Mulligan, Leon Nixon",366,0.0,0
"L'amour, la haine et le cerveau [Love, Hate and the Brain]",2020-10-23,french,399.0,Michel Rochon,,Michel Rochon,470,0.0,0
Francacophonie,2020-10-23,french,650.0,Alain Stanké,,Alain Stanké,137,0.0,0
Mixed Up,2020-10-15,english,759.0,"Tineka Smith, Alex Court",,"Tineka Smith, Alex Court",336,0.0,0
Chez soi,2020-10-15,french,794.0,Mona Chollet,,Flor Lurienne,681,0.0,0
Quello che non ti dicono,2020-11-03,italian,497.0,Mario Calabresi,,Mario Calabresi,289,0.0,0
I meccanismi dell'odio,2020-10-21,italian,382.0,"Eraldo Affinati, Marco Gatto",,Roberto Accornero,206,0.0,0
Søren Ryge fortæller,2020-11-06,danish,602.0,Søren Ryge Petersen,,Søren Ryge Petersen,315,0.0,0
Mann & Frau,2020-10-13,german,736.0,Leonard Löwe,,Leonard Löwe,492,0.0,0
"Fühlen, was die Welt fühlt",2020-11-24,german,468.0,Joachim Bauer,,Mark Bremer,257,0.0,0
"Was passiert, wenn ich tot bin?",2020-10-23,german,367.0,Caitlin Doughty,,Britta Steffenhagen,282,0.0,0
Und erlöse uns von den Blöden,2020-11-02,german,468.0,"Monika Gruber, Andreas Hock",,"Monika Gruber, Andreas Hock",388,0.0,0
Unsettling Canada,2020-10-07,english,469.0,"Arthur Manuel, Grand Chief Ronald M. Derrickson, Naomi Klein",,Darrell Dennis,612,0.0,0
Why Didn't We Riot?,2020-10-06,english,680.0,Issac J. Bailey,,J D Jackson,290,0.0,0
City of Inmates,2020-11-24,english,586.0,Kelly Lytle Hernández,,Lisa Reneé Pitts,733,0.0,0
Us Versus Them,2020-10-27,english,586.0,Jan Doering,,Christopher Douyard,511,0.0,0
"Hands Up, Don't Shoot",2020-11-10,english,586.0,Jennifer E. Cobbina,,Joniece Abbott- Pratt,494,0.0,0
Roadmap to Reconciliation 2.0,2020-10-29,english,585.0,"Brenda Salter Mc Neil, Eugene Cho",,Brenda Salter Mc Neil,322,0.0,0
Fat Girls in Black Bodies,2020-11-24,english,1505.0,Joy Arlene Renee Cox,"Ta'lorPinkston-foreword, JillAndrew-afterword",Gwendolyn Carter,297,0.0,0
Uncommon Church,2020-10-13,english,586.0,Alvin Sanders,EfremSmith-foreword,Mirron Willis,293,0.0,0
The Recovery of Family Life,2020-11-02,english,469.0,Scott Yenor,,Nick Stevens,873,0.0,0
Icons of England,2020-09-10,english,888.0,Bill Bryson,,"David Rintoul, Barnaby Edwards, Ben Eagle,",397,0.0,0
The Dust of Death,2020-11-10,english,937.0,Os Guinness,,"Os Guinness, Gildart Jackson",985,0.0,0
Spite,2020-10-26,english,569.0,Simon Mc Carthy- Jones,,Chris Clarkson,364,0.0,0
But Where Are Your Really From?,2020-11-19,english,379.0,Amanda Khozi Mukwashi,,Mwelwa Rumbidzai Mukwashi,166,0.0,0
Slay in Your Lane Presents: Loud Black Girls,2020-10-01,english,417.0,"Yomi Adegoke, Elizabeth Uviebinené",,"Yomi Adegoke, Elizabeth Uviebinené,fullcast",405,0.0,0
Una historia de la Guerra Civil que no va a gustar a nadie [A History of the Civil War that No One Will Like],2020-09-29,spanish,883.0,Juan Eslava Galan,,Bern Hoffman,617,0.0,0
Chocolate City,2020-10-06,english,820.0,"Chris Myers Asch, George Derek Musgrove",,David Sadzin,1515,0.0,0
Balón dividido,2020-09-24,spanish,844.0,Juan Villoro,,Nick Zamora,605,0.0,0
English Pastoral,2020-09-11,english,569.0,James Rebanks,,Bryan Dick,445,0.0,0
What to the Slave Is the Fourth of July?,2020-08-19,english,47.0,Frederick Douglass,,Amir Abdullah,70,0.0,0
exit RACISM,2020-08-14,german,434.0,Tupoka Ogette,,Tupoka Ogette,268,0.0,0
Grandstanding,2020-08-04,english,586.0,"Justin Tosi, Brandon Warmke",,Christopher Grove,387,5.0,1
"I'm Chocolate, You're Vanilla",2020-07-17,english,836.0,Marguerite A. Wright,,Jasmine Kaur,602,0.0,0
Nadie Me Enseñó Cómo Aprender [No One Taught Me How to Learn],2020-06-30,spanish,233.0,I. C. Robledo,,Bern Hoffman,173,0.0,0
Ética para Pancho,2020-06-22,spanish,499.0,Miguel Carmena,,Victor Bedoya,267,0.0,0
Tierra de mujeres,2020-06-12,spanish,729.0,María Sánchez,,María Sánchez,197,0.0,0
Plantation Jesus,2020-08-18,english,586.0,"Skot Welch, Rick Wilson",,Skot Welch,226,0.0,0
Free at Last?,2020-06-16,english,586.0,Carl F. Ellis Jr.,AmishoBaraka-foreword,Mirron Willis,611,0.0,0
Amor o Poder,2020-06-03,spanish,460.0,Brisa Fenoy,,Esther Giralt,192,0.0,0
La herencia emocional,2020-06-03,spanish,460.0,Ramon Riera,AgnèsGonzálezDalmau-translator,Miguel Coll,468,0.0,0
WeQ - Magabook,2020-06-04,german,200.0,"Peter Spiegel, Johannes Hüger, Vivian Dittmar",,Thomas Meinhardt,51,0.0,0
Black Samson,2020-07-01,english,586.0,"Nyasha Junior, Jeremy Schipper",,David Sadzin,318,0.0,0
Die Bürgerliche Revolution,2020-05-12,german,535.0,Markus Krall,,Markus Krall,391,0.0,0
Why Science and Faith Need Each Other,2020-05-19,english,586.0,Elaine Howard Ecklund,,Ann Richardson,288,0.0,0
Occupy,2020-06-04,english,615.0,Noam Chomsky,,Ako Mitchell,155,0.0,0
Good White Racist?,2020-05-12,english,586.0,Kerry Connelly,,Nan Mc Namara,383,0.0,0
Racism,2020-05-12,english,586.0,Ali Rattansi,,Bill Andrew Quinn,347,0.0,0
When Someone You Love Is Polyamorous: Understanding Poly People and Relationships,2020-04-16,english,93.0,Elisabeth Sheff,,Leanne Yau,68,0.0,0
Notes from an Apocalypse,2020-04-16,english,569.0,Mark O’ Connell,,Mark O' Connell,425,0.0,0
Say I'm Dead,2020-06-02,english,1172.0,E. Dolores Johnson,,Allyson Johnson,464,5.0,1
Afropessimism,2020-04-07,english,1055.0,Frank Wilderson I I I,,Frank Wilderson I I I,819,0.0,0
Raising Multiracial Children,2020-08-18,english,1505.0,Farzana Nayani,"Dr.PaulSpickard-foreword, Dr.VelinaHasuHouston-foreword",Janina Edwards,381,0.0,0
The Lucky Few,2020-05-12,english,569.0,E. Carlson,,Nick Landrum,507,0.0,0
Shame on Me,2020-03-24,english,952.0,Tessa Mc Watt,,Tessa Mc Watt,349,0.0,0
Nochmal Deutschboden,2020-03-11,german,434.0,Moritzvon Uslar,,Moritzvon Uslar,492,0.0,0
Was weiße Menschen nicht über Rassismus hören wollen aber wissen sollten,2020-03-11,german,501.0,Alice Hasters,,Alice Hasters,400,0.0,0
The Loud Minority,2020-03-10,english,586.0,Daniel Q. Gillion,,David Sadzin,459,0.0,0
When Narcissism Comes to Church,2020-03-17,english,586.0,Chuck De Groat,RichardJ.Mouw-foreword,Jim Denison,380,0.0,0
Att leva på ändå,2020-02-26,swedish,233.0,Ann Hagéus,,Loretta Wilson,490,0.0,0
Detroit: I Do Mind Dying,2020-02-25,english,836.0,"Dan Georgakas, Marvin Surkin",,"Brian Jones, David Sadzin, Allyson Johnson",625,0.0,0
Unverfügbarkeit,2020-02-21,german,468.0,Hartmut Rosa,,Axel Wostry,227,0.0,0
Playing Fair,2020-02-05,english,351.0,Pepper Mint,,Joe Fulgham,202,0.0,0
On the Red Hill,2020-02-06,english,645.0,Michael Parker,,Michael Parker,603,0.0,0
Le Sel de la vie,2020-02-04,french,414.0,Françoise Héritier,,Dominique Blanc,105,0.0,0
Chroniques de l'espace,2020-01-23,french,301.0,Jean- Pierre Luminet,,Arnaud Romain,211,0.0,0
Queens of the Kingdom,2020-01-09,english,645.0,Nicola Sutcliff,,"Sally Scott, Amira Ghazalla, Ruba Mansouri",631,0.0,0
33 Meditations on Death,2020-04-16,english,888.0,David Jarrett,,Simon Bubb,459,0.0,0
SNCC,2019-12-31,english,668.0,Howard Zinn,,Brian Jones,584,0.0,0
Gierige Chefs,2019-12-23,german,233.0,Dirk Schütz,,Marit Beyer,300,0.0,0
Der Tod ist dein letzter großer Termin,2020-01-29,german,535.0,Christoph Kuckelkorn,,Christoph Kuckelkorn,253,0.0,0
Così vicini così lontani,2019-12-17,italian,766.0,Franco Brevini,,Luca Staiano,686,0.0,0
The Injustice Never Leaves You,2019-12-10,english,703.0,Monica Muñoz Martinez,,Kyla García,836,0.0,0
Noires sous surveillance [Policing Black Lives],2019-11-20,french,778.0,Robyn Maynard,,Mireille Métellus,864,0.0,0
El himen y el hiyab (Narración en Castellano),2019-11-13,spanish,691.0,Mona Eltahawy,,Rosa Quintana,440,0.0,0
What's Wrong with the World,2019-11-07,english,1524.0,G. K. Chesterton,,Stewart Crank,432,0.0,0
Full Dissidence,2020-01-21,english,1005.0,Howard Bryant,,Ron Butler,438,0.0,0
Real Lace,2019-11-19,english,836.0,Stephen Birmingham,,Stephen Mc Laughlin,644,0.0,0
American JewBu,2019-11-12,english,586.0,Emily Sigalow,,Rebecca Gibel,490,0.0,0
Home Now,2019-10-29,english,500.0,Cynthia Anderson,,Jeanette Illidg,747,0.0,0
I Am Not Your Baby Mother,2020-05-28,english,873.0,Candice Brathwaite,,Candice Brathwaite,340,5.0,1
We're Still Here,2019-10-15,english,586.0,Jennifer M. Silva,,Teri Schnaubelt,511,0.0,0
Fanden tage i morgen,2019-10-07,danish,300.0,Thomas Oldrup,,Henrik Mikaelsen,465,0.0,0
De retsløse og de ydmygede,2019-10-02,danish,233.0,Hannah Arendt,,Susanne Storm,177,0.0,0
The Mole People,2019-10-15,english,586.0,Jennifer Toth,,Tanya Eby,475,0.0,0
Das Klima im New Dark Age,2019-09-20,english,65.0,James Bridle,,Stefan Kaminsky,72,0.0,0
Mutual Aid: A Factor in Evolution,2019-09-23,english,938.0,Peter Kropotkin,,Michael Richards,609,0.0,0
Homeward,2019-09-30,english,586.0,Bruce Western,,Eric Michael Summerer,525,0.0,0
Muerte Y Vida De Las Grandes Ciudades (Narración en Castellano) [The Death and Life of Big Cities],2019-09-06,spanish,1036.0,Jane Jacobs,,Paloma Insa Rico,1117,0.0,0
How to Fight Anti-Semitism,2020-02-27,english,615.0,Bari Weiss,,Bari Weiss,350,0.0,0
"Indies, Hipsters y Gafapastas (Spanish Edition)",2019-11-19,spanish,537.0,Victor Lenore,,Alejandro Mayen,287,0.0,0
Die Angezählten,2019-08-15,german,635.0,Anette Dowideit,,Michael J. Diekmann,514,0.0,0
Secularity and Science,2019-08-20,english,586.0,"Elaine Howard Ecklund, David R. Johnson, Brandon Vaidyanathan",,Paul Boehmer,617,0.0,0
Teure Mieten abschaffen,2019-08-09,german,502.0,Hamid Djadda,,Martin Valdeig,328,0.0,0
"Indies, Hipsters Y Gafapastas (Narración en Castellano)",2019-08-06,spanish,691.0,Victor Lenore,,David Albaladejo,364,0.0,0
This City Is Killing Me,2019-08-06,english,585.0,Jonathan Foiles,,Kevin Kenerly,192,0.0,0
"The Blind African Slave, or Memoirs of Boyrereau Brinch, Nick-Named Jeffrey Brace",2019-07-29,english,1055.0,Boyrereau Brinch,,Hal Saunders,209,0.0,0
Near the Exit,2019-08-13,english,1172.0,Lori Erickson,,Lori Erickson,347,0.0,0
One Day,2019-10-22,english,1131.0,Gene Weingarten,,Johnathan Mc Clain,710,0.0,0
Radical Suburbs,2019-10-01,english,702.0,Amanda Kolson Hurley,,Kristin Price,310,0.0,0
The Stellenbosch Mafia,2019-07-25,english,569.0,Pieterdu Toit,,Dylan Oosthuizen,392,0.0,0
Les acteurs ne savent pas mourir. Récit d'un urgentologue,2019-07-16,french,505.0,Alain Vadeboncoeur,,Alain Vadeboncoeur,303,0.0,0
Remembering Emmett Till,2019-07-24,english,586.0,Dave Tell,,David Sadzin,615,0.0,0
Many Love,2019-07-30,english,668.0,Sophie Lucido Johnson,,Sophie Lucido Johnson,359,0.0,0
Hate,2019-06-25,english,836.0,Marc Weitzmann,,Paul Boehmer,725,0.0,0
Eliten in einer egalitären Welt,2019-07-01,german,233.0,Malte Herwig,,Rainer Gilljohann,333,0.0,0
Proud Boys and the White Ethnostate,2019-07-16,english,1206.0,Alexandra Minna Stern,,Frankie Corzo,377,0.0,0
Closing Time,2019-07-30,english,837.0,Lacey Fosburgh,,Cynthia Farrell,405,0.0,0
"Habits of the Heart, Updated Edition",2019-07-16,english,761.0,"Robert N. Bellah, Richard Madsen, William M. Sullivan",,Marguerite Gavin,995,5.0,1
Milano e il secolo delle città,2019-05-14,italian,305.0,Giuseppe Sala,,Gigio D' Ambrosio,426,0.0,0
Breathe,2019-09-17,english,1005.0,Imani Perry,,Imani Perry,268,0.0,0
Twilight of the Elites,2019-05-14,english,469.0,Christophe Guilluy,MalcolmDeBevoise-Translatedby,Roger Clark,346,0.0,0
Life at the Dakota,2019-05-21,english,668.0,Stephen Birmingham,,L J Ganser,555,0.0,0
The Lines Between Us,2019-05-20,english,1172.0,Lawrence Lanahan,,Walter Dixon,760,0.0,0
The Communistic Societies of the United States,2019-04-24,english,1360.0,Charles Nordhoff,,Kevin Franzen,723,0.0,0
